02/01/2017;03:40;442
02/01/2017;03:50;416
02/01/2017;04:00;372
02/01/2017;04:10;376
02/01/2017;04:20;374
02/01/2017;04:30;378
02/01/2017;04:40;373
02/01/2017;04:50;378
02/01/2017;05:00;376
02/01/2017;05:10;370
02/01/2017;05:20;376
02/01/2017;05:30;377
02/01/2017;05:40;396
02/01/2017;05:50;464
02/01/2017;06:00;556
02/01/2017;06:10;480
02/01/2017;06:20;468
02/01/2017;06:30;495
02/01/2017;06:40;526
02/01/2017;06:50;537
02/01/2017;07:00;526
02/01/2017;07:10;513
02/01/2017;07:20;509
02/01/2017;07:30;511
02/01/2017;07:40;534
02/01/2017;07:50;561
02/01/2017;08:00;609
02/01/2017;08:10;626
02/01/2017;08:20;642
02/01/2017;08:30;584
02/01/2017;08:40;575
02/01/2017;08:50;569
02/01/2017;09:00;582
02/01/2017;09:10;582
02/01/2017;09:20;558
02/01/2017;09:30;550
02/01/2017;09:40;554
02/01/2017;09:50;582
02/01/2017;10:00;600
02/01/2017;10:10;621
02/01/2017;10:20;735
02/01/2017;10:30;714
02/01/2017;10:40;677
02/01/2017;10:50;609
02/01/2017;11:00;621
02/01/2017;11:10;622
02/01/2017;11:20;632
02/01/2017;11:30;661
02/01/2017;11:40;619
02/01/2017;11:50;605
02/01/2017;12:00;595
02/01/2017;12:10;592
02/01/2017;12:20;594
02/01/2017;12:30;603
02/01/2017;12:40;695
02/01/2017;12:50;693
02/01/2017;13:00;664
02/01/2017;13:10;612
02/01/2017;13:20;628
02/01/2017;13:30;620
02/01/2017;13:40;621
02/01/2017;13:50;596
02/01/2017;14:00;595
02/01/2017;14:10;592
02/01/2017;14:20;592
02/01/2017;14:30;590
02/01/2017;14:40;585
02/01/2017;14:50;590
02/01/2017;15:00;666
02/01/2017;15:10;664
02/01/2017;15:20;621
02/01/2017;15:30;580
02/01/2017;15:40;584
02/01/2017;15:50;588
02/01/2017;16:00;577
02/01/2017;16:10;571
02/01/2017;16:20;561
02/01/2017;16:30;561
02/01/2017;16:40;559
02/01/2017;16:50;558
02/01/2017;17:00;590
02/01/2017;17:10;589
02/01/2017;17:20;665
02/01/2017;17:30;667
02/01/2017;17:40;612
02/01/2017;17:50;577
02/01/2017;18:00;578
02/01/2017;18:10;567
02/01/2017;18:20;493
02/01/2017;18:30;442
02/01/2017;18:40;429
02/01/2017;18:50;430
02/01/2017;19:00;434
02/01/2017;19:10;434
02/01/2017;19:20;432
02/01/2017;19:30;459
02/01/2017;19:40;517
02/01/2017;19:50;491
02/01/2017;20:00;384
02/01/2017;20:10;386
02/01/2017;20:20;383
02/01/2017;20:30;379
02/01/2017;20:40;379
02/01/2017;20:50;381
02/01/2017;21:00;372
02/01/2017;21:10;359
02/01/2017;21:20;343
02/01/2017;21:30;341
02/01/2017;21:40;338
02/01/2017;21:50;387
02/01/2017;22:00;420
02/01/2017;22:10;403
02/01/2017;22:20;341
02/01/2017;22:30;337
02/01/2017;22:40;355
02/01/2017;22:50;359
02/01/2017;23:00;353
02/01/2017;23:10;357
02/01/2017;23:20;354
02/01/2017;23:30;355
02/01/2017;23:40;350
02/01/2017;23:50;360
03/01/2017;00:00;372
03/01/2017;00:10;450
03/01/2017;00:20;460
03/01/2017;00:30;420
03/01/2017;00:40;373
03/01/2017;00:50;353
03/01/2017;01:00;353
03/01/2017;01:10;349
03/01/2017;01:20;341
03/01/2017;01:30;347
03/01/2017;01:40;345
03/01/2017;01:50;389
03/01/2017;02:00;474
03/01/2017;02:10;483
03/01/2017;02:20;496
03/01/2017;02:30;566
03/01/2017;02:40;563
03/01/2017;02:50;504
03/01/2017;03:00;502
03/01/2017;03:10;502
03/01/2017;03:20;512
03/01/2017;03:30;501
03/01/2017;03:40;504
03/01/2017;03:50;509
03/01/2017;04:00;519
03/01/2017;04:10;518
03/01/2017;04:20;523
03/01/2017;04:30;522
03/01/2017;04:40;600
03/01/2017;04:50;605
03/01/2017;05:00;555
03/01/2017;05:10;521
03/01/2017;05:20;521
03/01/2017;05:30;517
03/01/2017;05:40;520
03/01/2017;05:50;549
03/01/2017;06:00;605
03/01/2017;06:10;630
03/01/2017;06:20;653
03/01/2017;06:30;639
03/01/2017;06:40;635
03/01/2017;06:50;709
03/01/2017;07:00;755
03/01/2017;07:10;742
03/01/2017;07:20;708
03/01/2017;07:30;749
03/01/2017;07:40;761
03/01/2017;07:50;751
03/01/2017;08:00;743
03/01/2017;08:10;727
03/01/2017;08:20;796
03/01/2017;08:30;790
03/01/2017;08:40;777
03/01/2017;08:50;793
03/01/2017;09:00;788
03/01/2017;09:10;861
03/01/2017;09:20;849
03/01/2017;09:30;808
03/01/2017;09:40;804
03/01/2017;09:50;810
03/01/2017;10:00;842
03/01/2017;10:10;846
03/01/2017;10:20;837
03/01/2017;10:30;841
03/01/2017;10:40;845
03/01/2017;10:50;824
03/01/2017;11:00;809
03/01/2017;11:10;830
03/01/2017;11:20;891
03/01/2017;11:30;926
03/01/2017;11:40;942
03/01/2017;11:50;799
03/01/2017;12:00;817
03/01/2017;12:10;787
03/01/2017;12:20;788
03/01/2017;12:30;797
03/01/2017;12:40;830
03/01/2017;12:50;816
03/01/2017;13:00;841
03/01/2017;13:10;853
03/01/2017;13:20;844
03/01/2017;13:30;820
03/01/2017;13:40;820
03/01/2017;13:50;899
03/01/2017;14:00;901
03/01/2017;14:10;836
03/01/2017;14:20;833
03/01/2017;14:30;840
03/01/2017;14:40;828
03/01/2017;14:50;799
03/01/2017;15:00;802
03/01/2017;15:10;807
03/01/2017;15:20;804
03/01/2017;15:30;807
03/01/2017;15:40;806
03/01/2017;15:50;800
03/01/2017;16:00;807
03/01/2017;16:10;870
03/01/2017;16:20;868
03/01/2017;16:30;839
03/01/2017;16:40;784
03/01/2017;16:50;780
03/01/2017;17:00;803
03/01/2017;17:10;788
03/01/2017;17:20;773
03/01/2017;17:30;741
03/01/2017;17:40;721
03/01/2017;17:50;719
03/01/2017;18:00;706
03/01/2017;18:10;698
03/01/2017;18:20;633
03/01/2017;18:30;626
03/01/2017;18:40;653
03/01/2017;18:50;643
03/01/2017;19:00;550
03/01/2017;19:10;546
03/01/2017;19:20;517
03/01/2017;19:30;536
03/01/2017;19:40;516
03/01/2017;19:50;479
03/01/2017;20:00;459
03/01/2017;20:10;461
03/01/2017;20:20;463
03/01/2017;20:30;460
03/01/2017;20:40;457
03/01/2017;20:50;528
03/01/2017;21:00;514
03/01/2017;21:10;435
03/01/2017;21:20;402
03/01/2017;21:30;397
03/01/2017;21:40;391
03/01/2017;21:50;386
03/01/2017;22:00;376
03/01/2017;22:10;375
03/01/2017;22:20;376
03/01/2017;22:30;380
03/01/2017;22:40;383
03/01/2017;22:50;382
03/01/2017;23:00;450
03/01/2017;23:10;465
03/01/2017;23:20;424
03/01/2017;23:30;380
03/01/2017;23:40;379
03/01/2017;23:50;382
04/01/2017;00:00;377
04/01/2017;00:10;376
04/01/2017;00:20;380
04/01/2017;00:30;374
04/01/2017;00:40;376
04/01/2017;00:50;371
04/01/2017;01:00;374
04/01/2017;01:10;380
04/01/2017;01:20;455
04/01/2017;01:30;450
04/01/2017;01:40;385
04/01/2017;01:50;373
04/01/2017;02:00;371
04/01/2017;02:10;369
04/01/2017;02:20;371
04/01/2017;02:30;377
04/01/2017;02:40;375
04/01/2017;02:50;369
04/01/2017;03:00;372
04/01/2017;03:10;371
04/01/2017;03:20;371
04/01/2017;03:30;434
04/01/2017;03:40;453
04/01/2017;03:50;426
04/01/2017;04:00;371
04/01/2017;04:10;374
04/01/2017;04:20;376
04/01/2017;04:30;378
04/01/2017;04:40;377
04/01/2017;04:50;423
04/01/2017;05:00;536
04/01/2017;05:10;533
04/01/2017;05:20;533
04/01/2017;05:30;541
04/01/2017;05:40;535
04/01/2017;05:50;623
04/01/2017;06:00;718
04/01/2017;06:10;635
04/01/2017;06:20;640
04/01/2017;06:30;667
04/01/2017;06:40;660
04/01/2017;06:50;657
04/01/2017;07:00;661
04/01/2017;07:10;662
04/01/2017;07:20;707
04/01/2017;07:30;737
04/01/2017;07:40;769
04/01/2017;07:50;738
04/01/2017;08:00;774
04/01/2017;08:10;844
04/01/2017;08:20;856
04/01/2017;08:30;775
04/01/2017;08:40;793
04/01/2017;08:50;821
04/01/2017;09:00;809
04/01/2017;09:10;788
04/01/2017;09:20;774
04/01/2017;09:30;798
04/01/2017;09:40;794
04/01/2017;09:50;822
04/01/2017;10:00;861
04/01/2017;10:10;874
04/01/2017;10:20;829
04/01/2017;10:30;880
04/01/2017;10:40;883
04/01/2017;10:50;862
04/01/2017;11:00;814
04/01/2017;11:10;797
04/01/2017;11:20;828
04/01/2017;11:30;813
04/01/2017;11:40;825
04/01/2017;11:50;826
04/01/2017;12:00;813
04/01/2017;12:10;829
04/01/2017;12:20;793
04/01/2017;12:30;815
04/01/2017;12:40;810
04/01/2017;12:50;806
04/01/2017;13:00;849
04/01/2017;13:10;902
04/01/2017;13:20;891
04/01/2017;13:30;807
04/01/2017;13:40;809
04/01/2017;13:50;818
04/01/2017;14:00;780
04/01/2017;14:10;770
04/01/2017;14:20;789
04/01/2017;14:30;824
04/01/2017;14:40;821
04/01/2017;14:50;792
04/01/2017;15:00;796
04/01/2017;15:10;788
04/01/2017;15:20;800
04/01/2017;15:30;822
04/01/2017;15:40;874
04/01/2017;15:50;855
04/01/2017;16:00;767
04/01/2017;16:10;753
04/01/2017;16:20;754
04/01/2017;16:30;749
04/01/2017;16:40;780
04/01/2017;16:50;776
04/01/2017;17:00;768
04/01/2017;17:10;757
04/01/2017;17:20;738
04/01/2017;17:30;726
04/01/2017;17:40;716
04/01/2017;17:50;701
04/01/2017;18:00;735
04/01/2017;18:10;774
04/01/2017;18:20;703
04/01/2017;18:30;571
04/01/2017;18:40;548
04/01/2017;18:50;542
04/01/2017;19:00;529
04/01/2017;19:10;529
04/01/2017;19:20;571
04/01/2017;19:30;544
04/01/2017;19:40;537
04/01/2017;19:50;493
04/01/2017;20:00;465
04/01/2017;20:10;476
04/01/2017;20:20;472
04/01/2017;20:30;504
04/01/2017;20:40;551
04/01/2017;20:50;538
04/01/2017;21:00;455
04/01/2017;21:10;438
04/01/2017;21:20;405
04/01/2017;21:30;398
04/01/2017;21:40;397
04/01/2017;21:50;399
04/01/2017;22:00;403
04/01/2017;22:10;393
04/01/2017;22:20;386
04/01/2017;22:30;384
04/01/2017;22:40;379
04/01/2017;22:50;377
04/01/2017;23:00;437
04/01/2017;23:10;469
04/01/2017;23:20;438
04/01/2017;23:30;381
04/01/2017;23:40;375
04/01/2017;23:50;376
05/01/2017;00:00;370
05/01/2017;00:10;367
05/01/2017;00:20;373
05/01/2017;00:30;376
05/01/2017;00:40;371
05/01/2017;00:50;372
05/01/2017;01:00;373
05/01/2017;01:10;371
05/01/2017;01:20;367
05/01/2017;01:30;451
05/01/2017;01:40;457
05/01/2017;01:50;405
05/01/2017;02:00;366
05/01/2017;02:10;372
05/01/2017;02:20;370
05/01/2017;02:30;366
05/01/2017;02:40;365
05/01/2017;02:50;368
05/01/2017;03:00;370
05/01/2017;03:10;363
05/01/2017;03:20;367
05/01/2017;03:30;368
05/01/2017;03:40;368
05/01/2017;03:50;408
05/01/2017;04:00;455
05/01/2017;04:10;435
05/01/2017;04:20;371
05/01/2017;04:30;374
05/01/2017;04:40;373
05/01/2017;04:50;414
05/01/2017;05:00;530
05/01/2017;05:10;528
05/01/2017;05:20;527
05/01/2017;05:30;528
05/01/2017;05:40;528
05/01/2017;05:50;537
05/01/2017;06:00;633
05/01/2017;06:10;694
05/01/2017;06:20;741
05/01/2017;06:30;709
05/01/2017;06:40;665
05/01/2017;06:50;661
05/01/2017;07:00;683
05/01/2017;07:10;710
05/01/2017;07:20;752
05/01/2017;07:30;756
05/01/2017;07:40;735
05/01/2017;07:50;769
05/01/2017;08:00;783
05/01/2017;08:10;777
05/01/2017;08:20;788
05/01/2017;08:30;892
05/01/2017;08:40;882
05/01/2017;08:50;796
05/01/2017;09:00;795
05/01/2017;09:10;778
05/01/2017;09:20;769
05/01/2017;09:30;776
05/01/2017;09:40;793
05/01/2017;09:50;818
05/01/2017;10:00;833
05/01/2017;10:10;836
05/01/2017;10:20;831
05/01/2017;10:30;827
05/01/2017;10:40;870
05/01/2017;10:50;903
05/01/2017;11:00;879
05/01/2017;11:10;809
05/01/2017;11:20;819
05/01/2017;11:30;824
05/01/2017;11:40;850
05/01/2017;11:50;821
05/01/2017;12:00;802
05/01/2017;12:10;795
05/01/2017;12:20;771
05/01/2017;12:30;769
05/01/2017;12:40;761
05/01/2017;12:50;783
05/01/2017;13:00;790
05/01/2017;13:10;878
05/01/2017;13:20;881
05/01/2017;13:30;807
05/01/2017;13:40;782
05/01/2017;13:50;785
05/01/2017;14:00;742
05/01/2017;14:10;739
05/01/2017;14:20;754
05/01/2017;14:30;789
05/01/2017;14:40;768
05/01/2017;14:50;744
05/01/2017;15:00;762
05/01/2017;15:10;772
05/01/2017;15:20;736
05/01/2017;15:30;782
05/01/2017;15:40;818
05/01/2017;15:50;792
05/01/2017;16:00;721
05/01/2017;16:10;727
05/01/2017;16:20;722
05/01/2017;16:30;726
05/01/2017;16:40;715
05/01/2017;16:50;708
05/01/2017;17:00;716
05/01/2017;17:10;748
05/01/2017;17:20;742
05/01/2017;17:30;720
05/01/2017;17:40;706
05/01/2017;17:50;703
05/01/2017;18:00;772
05/01/2017;18:10;802
05/01/2017;18:20;634
05/01/2017;18:30;544
05/01/2017;18:40;545
05/01/2017;18:50;534
05/01/2017;19:00;581
05/01/2017;19:10;542
05/01/2017;19:20;529
05/01/2017;19:30;529
05/01/2017;19:40;493
05/01/2017;19:50;489
05/01/2017;20:00;467
05/01/2017;20:10;474
05/01/2017;20:20;502
05/01/2017;20:30;548
05/01/2017;20:40;523
05/01/2017;20:50;446
05/01/2017;21:00;445
05/01/2017;21:10;407
05/01/2017;21:20;378
05/01/2017;21:30;368
05/01/2017;21:40;374
05/01/2017;21:50;368
05/01/2017;22:00;369
05/01/2017;22:10;370
05/01/2017;22:20;368
05/01/2017;22:30;366
05/01/2017;22:40;417
05/01/2017;22:50;457
05/01/2017;23:00;438
05/01/2017;23:10;371
05/01/2017;23:20;376
05/01/2017;23:30;369
05/01/2017;23:40;373
05/01/2017;23:50;365
06/01/2017;00:00;366
06/01/2017;00:10;366
06/01/2017;00:20;360
06/01/2017;00:30;362
06/01/2017;00:40;366
06/01/2017;00:50;392
06/01/2017;01:00;452
06/01/2017;01:10;450
06/01/2017;01:20;363
06/01/2017;01:30;362
06/01/2017;01:40;361
06/01/2017;01:50;363
06/01/2017;02:00;358
06/01/2017;02:10;362
06/01/2017;02:20;356
06/01/2017;02:30;360
06/01/2017;02:40;363
06/01/2017;02:50;356
06/01/2017;03:00;402
06/01/2017;03:10;444
06/01/2017;03:20;430
06/01/2017;03:30;361
06/01/2017;03:40;361
06/01/2017;03:50;360
06/01/2017;04:00;361
06/01/2017;04:10;363
06/01/2017;04:20;369
06/01/2017;04:30;361
06/01/2017;04:40;360
06/01/2017;04:50;415
06/01/2017;05:00;523
06/01/2017;05:10;587
06/01/2017;05:20;607
06/01/2017;05:30;627
06/01/2017;05:40;578
06/01/2017;05:50;589
06/01/2017;06:00;593
06/01/2017;06:10;623
06/01/2017;06:20;650
06/01/2017;06:30;650
06/01/2017;06:40;641
06/01/2017;06:50;669
06/01/2017;07:00;671
06/01/2017;07:10;667
06/01/2017;07:20;799
06/01/2017;07:30;804
06/01/2017;07:40;762
06/01/2017;07:50;782
06/01/2017;08:00;782
06/01/2017;08:10;749
06/01/2017;08:20;763
06/01/2017;08:30;785
06/01/2017;08:40;811
06/01/2017;08:50;782
06/01/2017;09:00;775
06/01/2017;09:10;773
06/01/2017;09:20;774
06/01/2017;09:30;869
06/01/2017;09:40;903
06/01/2017;09:50;810
06/01/2017;10:00;788
06/01/2017;10:10;795
06/01/2017;10:20;817
06/01/2017;10:30;825
06/01/2017;10:40;811
06/01/2017;10:50;812
06/01/2017;11:00;811
06/01/2017;11:10;828
06/01/2017;11:20;831
06/01/2017;11:30;843
06/01/2017;11:40;938
06/01/2017;11:50;916
06/01/2017;12:00;836
06/01/2017;12:10;832
06/01/2017;12:20;796
06/01/2017;12:30;798
06/01/2017;12:40;793
06/01/2017;12:50;777
06/01/2017;13:00;784
06/01/2017;13:10;784
06/01/2017;13:20;775
06/01/2017;13:30;777
06/01/2017;13:40;760
06/01/2017;13:50;790
06/01/2017;14:00;837
06/01/2017;14:10;794
06/01/2017;14:20;711
06/01/2017;14:30;731
06/01/2017;14:40;749
06/01/2017;14:50;729
06/01/2017;15:00;744
06/01/2017;15:10;762
06/01/2017;15:20;702
06/01/2017;15:30;704
06/01/2017;15:40;707
06/01/2017;15:50;707
06/01/2017;16:00;699
06/01/2017;16:10;776
06/01/2017;16:20;772
06/01/2017;16:30;732
06/01/2017;16:40;692
06/01/2017;16:50;681
06/01/2017;17:00;667
06/01/2017;17:10;684
06/01/2017;17:20;686
06/01/2017;17:30;671
06/01/2017;17:40;683
06/01/2017;17:50;676
06/01/2017;18:00;662
06/01/2017;18:10;654
06/01/2017;18:20;619
06/01/2017;18:30;588
06/01/2017;18:40;556
06/01/2017;18:50;506
06/01/2017;19:00;505
06/01/2017;19:10;510
06/01/2017;19:20;520
06/01/2017;19:30;513
06/01/2017;19:40;477
06/01/2017;19:50;449
06/01/2017;20:00;438
06/01/2017;20:10;437
06/01/2017;20:20;429
06/01/2017;20:30;517
06/01/2017;20:40;509
06/01/2017;20:50;466
06/01/2017;21:00;432
06/01/2017;21:10;409
06/01/2017;21:20;379
06/01/2017;21:30;375
06/01/2017;21:40;371
06/01/2017;21:50;374
06/01/2017;22:00;374
06/01/2017;22:10;373
06/01/2017;22:20;368
06/01/2017;22:30;405
06/01/2017;22:40;459
06/01/2017;22:50;459
06/01/2017;23:00;377
06/01/2017;23:10;372
06/01/2017;23:20;370
06/01/2017;23:30;364
06/01/2017;23:40;361
06/01/2017;23:50;358
07/01/2017;00:00;354
07/01/2017;00:10;361
07/01/2017;00:20;362
07/01/2017;00:30;384
07/01/2017;00:40;443
07/01/2017;00:50;445
07/01/2017;01:00;385
07/01/2017;01:10;364
07/01/2017;01:20;356
07/01/2017;01:30;353
07/01/2017;01:40;344
07/01/2017;01:50;350
07/01/2017;02:00;355
07/01/2017;02:10;361
07/01/2017;02:20;361
07/01/2017;02:30;411
07/01/2017;02:40;443
07/01/2017;02:50;449
07/01/2017;03:00;361
07/01/2017;03:10;359
07/01/2017;03:20;364
07/01/2017;03:30;364
07/01/2017;03:40;365
07/01/2017;03:50;361
07/01/2017;04:00;366
07/01/2017;04:10;366
07/01/2017;04:20;366
07/01/2017;04:30;455
07/01/2017;04:40;448
07/01/2017;04:50;414
07/01/2017;05:00;372
07/01/2017;05:10;372
07/01/2017;05:20;372
07/01/2017;05:30;375
07/01/2017;05:40;368
07/01/2017;05:50;369
07/01/2017;06:00;410
07/01/2017;06:10;410
07/01/2017;06:20;469
07/01/2017;06:30;495
07/01/2017;06:40;476
07/01/2017;06:50;409
07/01/2017;07:00;424
07/01/2017;07:10;420
07/01/2017;07:20;422
07/01/2017;07:30;423
07/01/2017;07:40;448
07/01/2017;07:50;450
07/01/2017;08:00;444
07/01/2017;08:10;470
07/01/2017;08:20;544
07/01/2017;08:30;539
07/01/2017;08:40;491
07/01/2017;08:50;414
07/01/2017;09:00;395
07/01/2017;09:10;400
07/01/2017;09:20;395
07/01/2017;09:30;392
07/01/2017;09:40;388
07/01/2017;09:50;388
07/01/2017;10:00;379
07/01/2017;10:10;368
07/01/2017;10:20;444
07/01/2017;10:30;451
07/01/2017;10:40;417
07/01/2017;10:50;374
07/01/2017;11:00;369
07/01/2017;11:10;361
07/01/2017;11:20;360
07/01/2017;11:30;351
07/01/2017;11:40;355
07/01/2017;11:50;358
07/01/2017;12:00;354
07/01/2017;12:10;351
07/01/2017;12:20;352
07/01/2017;12:30;424
07/01/2017;12:40;460
07/01/2017;12:50;441
07/01/2017;13:00;382
07/01/2017;13:10;377
07/01/2017;13:20;380
07/01/2017;13:30;383
07/01/2017;13:40;382
07/01/2017;13:50;378
07/01/2017;14:00;365
07/01/2017;14:10;357
07/01/2017;14:20;354
07/01/2017;14:30;355
07/01/2017;14:40;370
07/01/2017;14:50;441
07/01/2017;15:00;429
07/01/2017;15:10;379
07/01/2017;15:20;349
07/01/2017;15:30;350
07/01/2017;15:40;353
07/01/2017;15:50;352
07/01/2017;16:00;357
07/01/2017;16:10;351
07/01/2017;16:20;349
07/01/2017;16:30;349
07/01/2017;16:40;355
07/01/2017;16:50;389
07/01/2017;17:00;451
07/01/2017;17:10;475
07/01/2017;17:20;445
07/01/2017;17:30;395
07/01/2017;17:40;390
07/01/2017;17:50;394
07/01/2017;18:00;394
07/01/2017;18:10;390
07/01/2017;18:20;397
07/01/2017;18:30;393
07/01/2017;18:40;393
07/01/2017;18:50;389
07/01/2017;19:00;392
07/01/2017;19:10;413
07/01/2017;19:20;463
07/01/2017;19:30;472
07/01/2017;19:40;414
07/01/2017;19:50;403
07/01/2017;20:00;399
07/01/2017;20:10;405
07/01/2017;20:20;398
07/01/2017;20:30;401
07/01/2017;20:40;402
07/01/2017;20:50;401
07/01/2017;21:00;394
07/01/2017;21:10;386
07/01/2017;21:20;363
07/01/2017;21:30;401
07/01/2017;21:40;426
07/01/2017;21:50;393
07/01/2017;22:00;344
07/01/2017;22:10;340
07/01/2017;22:20;339
07/01/2017;22:30;339
07/01/2017;22:40;343
07/01/2017;22:50;339
07/01/2017;23:00;338
07/01/2017;23:10;343
07/01/2017;23:20;339
07/01/2017;23:30;340
07/01/2017;23:40;346
07/01/2017;23:50;424
08/01/2017;00:00;415
08/01/2017;00:10;360
08/01/2017;00:20;336
08/01/2017;00:30;335
08/01/2017;00:40;333
08/01/2017;00:50;335
08/01/2017;01:00;334
08/01/2017;01:10;332
08/01/2017;01:20;333
08/01/2017;01:30;331
08/01/2017;01:40;333
08/01/2017;01:50;332
08/01/2017;02:00;334
08/01/2017;02:10;393
08/01/2017;02:20;415
08/01/2017;02:30;388
08/01/2017;02:40;332
08/01/2017;02:50;336
08/01/2017;03:00;341
08/01/2017;03:10;346
08/01/2017;03:20;341
08/01/2017;03:30;344
08/01/2017;03:40;360
08/01/2017;03:50;366
08/01/2017;04:00;370
08/01/2017;04:10;372
08/01/2017;04:20;371
08/01/2017;04:30;409
08/01/2017;04:40;454
08/01/2017;04:50;451
08/01/2017;05:00;371
08/01/2017;05:10;366
08/01/2017;05:20;370
08/01/2017;05:30;357
08/01/2017;05:40;341
08/01/2017;05:50;344
08/01/2017;06:00;351
08/01/2017;06:10;350
08/01/2017;06:20;351
08/01/2017;06:30;355
08/01/2017;06:40;352
08/01/2017;06:50;350
08/01/2017;07:00;388
08/01/2017;07:10;443
08/01/2017;07:20;427
08/01/2017;07:30;351
08/01/2017;07:40;352
08/01/2017;07:50;353
08/01/2017;08:00;348
08/01/2017;08:10;350
08/01/2017;08:20;351
08/01/2017;08:30;350
08/01/2017;08:40;349
08/01/2017;08:50;349
08/01/2017;09:00;360
08/01/2017;09:10;363
08/01/2017;09:20;360
08/01/2017;09:30;403
08/01/2017;09:40;447
08/01/2017;09:50;423
08/01/2017;10:00;361
08/01/2017;10:10;366
08/01/2017;10:20;362
08/01/2017;10:30;361
08/01/2017;10:40;362
08/01/2017;10:50;359
08/01/2017;11:00;360
08/01/2017;11:10;361
